Waybill Date,Origin,Origin-St,Destination,Destination-St,Commodity,Railcars-Containers,Rail-Miles,Net-Weight-Tons,Metric-Tonnes,Rail-km,Rail-GHG-Emissions-Tonnes,Truck-GHG-Emissions-Tonnes
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Kale,1,2765.7,16,14.52,4450.84,0.82,4.99
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Parsley,1,2255.4,5,4.54,3629.62,0.21,1.27
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Summer savory,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fiddleheads,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Nuts (all),1,2765.7,16,14.52,4450.84,0.82,4.99
2024-09-10,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Ginseng,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Oilseed radish,1,2737.3,19,17.24,4405.14,0.97,5.86
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Tomatoes,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Other custom feeding expenses (itemized),1,1101.2,14,12.7,1772.16,0.29,1.74
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cantaloupe,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Asparagus,1,1101.2,30,27.22,1772.16,0.62,3.72
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Goats,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-08-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Sod,1,764.1,29,26.31,1229.67,0.41,2.5
2024-10-07,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Wool,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Rosemary,1,3073.8,15,13.61,4946.67,0.86,5.2
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Peppers,1,2757.8,20,18.14,4438.13,1.03,6.22
2024-09-05,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Mink,1,1101.2,13,11.79,1772.16,0.27,1.61
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Manure,1,2737.3,6,5.44,4405.14,0.31,1.85
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Anise,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Flowers and ornamental foliage,1,2457.7,3,2.72,3955.18,0.14,0.83
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Shallots,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Elk,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Sweet peas,1,2737.3,3,2.72,4405.14,0.15,0.93
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Comfrey,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Stevia,1,3073.8,15,13.61,4946.67,0.86,5.2
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,"Forage (including pellets, silage)",1,2255.4,3,2.72,3629.62,0.13,0.76
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Swine,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Niger seed/Niger thistle,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-08-28,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Deferred elk,1,764.1,6,5.44,1229.67,0.09,0.52
2024-10-01,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Blueberries,1,3795.3,25,22.68,6107.78,1.77,10.7
2024-09-27,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Niger seed/Niger thistle,1,2931.1,3,2.72,4717.02,0.16,0.99
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Hemp,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Grapefruit,1,2255.4,8,7.26,3629.62,0.34,2.03
2024-09-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Peppers,1,766.3,21,19.05,1233.21,0.3,1.81
2024-08-28,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,"Cattle, calves",1,1100.3,6,5.44,1770.71,0.12,0.74
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Straw,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Coriander,1,2765.7,4,3.63,4450.84,0.21,1.25
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Strawberries,1,2457.7,9,8.16,3955.18,0.41,2.49
2024-09-04,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Collards,1,764.1,10,9.07,1229.67,0.14,0.86
2024-10-01,MONTREAL TASCH YARD,PQ,ROBERTS BANK,BC,Fruit juice,1,3066.6,28,25.4,4935.08,1.6,9.68
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Silkies,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Groundhogs/Hedgehogs,1,3073.8,20,18.14,4946.67,1.15,6.93
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sweet corn,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-09-24,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Stevia,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,Saskatoon berries,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-10-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,1101.2,5,4.54,1772.16,0.1,0.62
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Oregano,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-08-09,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Kale,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,2765.7,29,26.31,4450.84,1.49,9.04
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Lupins,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-09-10,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Buckwheat,1,1100.3,18,16.33,1770.71,0.37,2.23
2024-09-25,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Borage,1,1101.2,14,12.7,1772.16,0.29,1.74
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Oilseed radish,1,766.3,11,9.98,1233.21,0.16,0.95
2024-09-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,"Cherries (sweet, sour)",1,2457.7,13,11.79,3955.18,0.6,3.6
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Bee by-products,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Flowers (edible),1,978.5,12,10.89,1574.7,0.22,1.32
2024-08-28,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Sod,1,3795.3,5,4.54,6107.78,0.35,2.14
2024-08-28,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Beans (dry edible),1,3795.3,5,4.54,6107.78,0.35,2.14
2024-08-03,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Canary seed,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Wild boar,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cherry tomatoes,1,764.1,11,9.98,1229.67,0.16,0.95
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Rice,1,2457.7,15,13.61,3955.18,0.69,4.16
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Apples,1,2765.7,17,15.42,4450.84,0.88,5.3
2024-08-19,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Millet,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Milk and cream (cattle),1,1101.2,9,8.16,1772.16,0.18,1.12
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,"Cattle, calves",1,2765.7,4,3.63,4450.84,0.21,1.25
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Broccoflower,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Fireweed,1,1101.2,12,10.89,1772.16,0.25,1.49
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fish meal,1,2457.7,9,8.16,3955.18,0.41,2.49
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Spinach,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Flowers (edible),1,2757.8,28,25.4,4438.13,1.44,8.7
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Wheat,1,2457.7,5,4.54,3955.18,0.23,1.39
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Chickens (non-supply managed),1,2765.7,8,7.26,4450.84,0.41,2.49
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Camelina,1,2737.3,14,12.7,4405.14,0.71,4.32
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Hops,1,1101.2,13,11.79,1772.16,0.27,1.61
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Pot bellied pigs,1,3073.8,18,16.33,4946.67,1.03,6.24
2024-09-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Apples,1,766.3,11,9.98,1233.21,0.16,0.95
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Other custom feeding expenses (itemized),1,2757.8,29,26.31,4438.13,1.49,9.02
2024-10-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Bison,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Deferred deer,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Elk velvet,1,3073.8,9,8.16,4946.67,0.52,3.12
2024-09-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Groundhogs/Hedgehogs,1,766.3,20,18.14,1233.21,0.29,1.73
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,"Currants (black, red)",1,2457.7,6,5.44,3955.18,0.27,1.66
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Kiwi fruit,1,2757.8,13,11.79,4438.13,0.67,4.04
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Ginseng,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Basil,1,3073.8,19,17.24,4946.67,1.09,6.58
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Shrubs,1,978.5,11,9.98,1574.7,0.2,1.21
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Bedding plants,1,978.5,5,4.54,1574.7,0.09,0.55
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Flaxseed,1,3073.8,20,18.14,4946.67,1.15,6.93
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Sea buckthorn,1,766.3,15,13.61,1233.21,0.21,1.3
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Peppers,1,766.3,15,13.61,1233.21,0.21,1.3
2024-08-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Stevia,1,766.3,23,20.87,1233.21,0.33,1.99
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Summer savory,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-09-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Chinese vegetables,1,766.3,22,19.96,1233.21,0.31,1.9
2024-09-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Custom feedlot operator income (itemized invoices) – Qualifying feed and protein supplements,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Semen and embryos,1,2765.7,23,20.87,4450.84,1.19,7.17
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fiddleheads,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Reindeer,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Goats,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Goats,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Cumin,1,2765.7,21,19.05,4450.84,1.08,6.55
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Kohlrabi,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Borage,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Deferred elk,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Pregnant mare urine (PMU),1,2765.7,24,21.77,4450.84,1.24,7.48
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Echinacea,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Spelt,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Beans (dry edible),1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Manure,1,2765.7,26,23.59,4450.84,1.34,8.11
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Broccoflower,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Mustard seed,1,2757.8,26,23.59,4438.13,1.34,8.08
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Forage seed,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Pepper,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Safflower,1,2765.7,23,20.87,4450.84,1.19,7.17
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Gooseberries,1,2765.7,24,21.77,4450.84,1.24,7.48
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Cantaloupe,1,2737.3,11,9.98,4405.14,0.56,3.39
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Elk velvet,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Lentils,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Deer,1,2737.3,5,4.54,4405.14,0.25,1.54
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Deferred goat,1,2737.3,6,5.44,4405.14,0.31,1.85
2024-10-04,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Horseradish,1,764.1,25,22.68,1229.67,0.36,2.15
2024-09-17,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Cabbage,1,764.1,26,23.59,1229.67,0.37,2.24
2024-10-03,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,1101.2,17,15.42,1772.16,0.35,2.11
2024-09-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Cattle, calves",1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-09,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-09-16,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Swine,1,2931.1,13,11.79,4717.02,0.71,4.3
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Other custom feeding income (itemized),1,2457.7,17,15.42,3955.18,0.78,4.71
2024-10-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Spinach,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Peppers,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-28,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Soybeans,1,3795.3,7,6.35,6107.78,0.49,2.99
2024-09-03,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,988.7,28,25.4,1591.11,0.52,3.12
2024-08-10,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Raspberries,1,767.9,2,1.81,1235.78,0.03,0.17
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,"Cherries (sweet, sour)",1,2255.4,4,3.63,3629.62,0.17,1.02
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Blueberries,1,2457.7,5,4.54,3955.18,0.23,1.39
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Niger seed/Niger thistle,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Canary seed,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-10-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Potatoes and by-products,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Pregnant mare urine (PMU),1,2765.7,7,6.35,4450.84,0.36,2.18
2024-08-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Melons,1,2457.7,5,4.54,3955.18,0.23,1.39
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Swine,1,3073.8,14,12.7,4946.67,0.8,4.85
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Triticale,1,2737.3,5,4.54,4405.14,0.25,1.54
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Cucumbers,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-16,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Silkies,1,764.1,19,17.24,1229.67,0.27,1.64
2024-09-25,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Kale,1,988.7,28,25.4,1591.11,0.52,3.12
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Cattle, fat/slaughter",1,2757.8,10,9.07,4438.13,0.51,3.11
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Artichokes,1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Monarda,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Cattle, feeder",1,3073.8,23,20.87,4946.67,1.32,7.97
2024-09-24,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Haskap,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Caraway seed,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Prepared feed and protein supplements (itemized),1,2765.7,9,8.16,4450.84,0.46,2.81
2024-09-05,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Safflower,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Bison,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-06,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Partridge,1,764.1,28,25.4,1229.67,0.4,2.41
2024-09-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Rutabagas,1,764.1,27,24.49,1229.67,0.38,2.33
2024-08-08,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Canola,1,1101.2,14,12.7,1772.16,0.29,1.74
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Gooseberries,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Turkey eggs,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Peppers,1,2765.7,16,14.52,4450.84,0.82,4.99
2024-09-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,"Beans, fresh",1,766.3,11,9.98,1233.21,0.16,0.95
2024-08-08,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Comfrey,1,2744.5,30,27.22,4416.72,1.53,9.28
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Hemp,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Niger seed/Niger thistle,1,2457.7,6,5.44,3955.18,0.27,1.66
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Bee by-products,1,2757.8,5,4.54,4438.13,0.26,1.55
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Onions,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Vegetable seed (seed production only),1,2757.8,8,7.26,4438.13,0.41,2.49
2024-09-25,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Squash,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-21,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Elk,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cucumbers,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-09-16,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Pumpkins,1,764.1,23,20.87,1229.67,0.33,1.98
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Fruit juice,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-15,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Bison,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-06,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Shallots,1,3795.3,19,17.24,6107.78,1.34,8.13
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sugar beets (including molasses),1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Lemon balm,1,2457.7,21,19.05,3955.18,0.96,5.82
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Deer,1,1101.2,12,10.89,1772.16,0.25,1.49
2024-09-05,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Rutabagas,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Grapefruit,1,2765.7,15,13.61,4450.84,0.77,4.68
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Vegetable marrow,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-24,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Bee by-products,1,767.9,30,27.22,1235.78,0.43,2.6
2024-09-24,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Deferred deer,1,988.7,28,25.4,1591.11,0.52,3.12
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Geese,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Beans (dry edible),1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Canadian Wheat Board payments,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Spinach,1,766.3,16,14.52,1233.21,0.23,1.38
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Echinacea,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Pears,1,2757.8,22,19.96,4438.13,1.13,6.84
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Rutabagas,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Bedding plants,1,2757.8,3,2.72,4438.13,0.15,0.93
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Carrots,1,3073.8,15,13.61,4946.67,0.86,5.2
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Fennel,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,"Cattle, calves",1,2457.7,5,4.54,3955.18,0.23,1.39
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,3073.8,10,9.07,4946.67,0.57,3.47
